"","V1","V2"
"319",2010-11-09,"0"
"320",2010-11-10,"0"
"321",2010-11-11,"0"
"322",2010-11-12,"0"
"323",2010-11-13,"0"
"324",2010-11-14,"0"
"325",2010-11-15,"0"
"326",2010-11-16,"0"
"327",2010-11-17,"0"
"328",2010-11-18,"0"
"329",2010-11-19,"0"
"330",2010-11-20,"0"
"331",2010-11-21,"0"
"332",2010-11-22,"0"
"333",2010-11-23,"0"
"334",2010-11-24,"0"
"335",2010-11-25,"0"
"336",2010-11-26,"0"
"337",2010-11-27,"0"
"338",2010-11-28,"0"
"339",2010-11-29,"0"
"340",2010-11-30,"0"
"342",2010-12-01,"0"
"343",2010-12-02,"0"
"344",2010-12-03,"0"
"345",2010-12-04,"0"
"346",2010-12-05,"0"
"347",2010-12-06,"0"
"348",2010-12-07,"0"
"349",2010-12-08,"0"
"350",2010-12-09,"0"
"351",2010-12-10,"0"
"352",2010-12-11,"0"
"353",2010-12-12,"0"
"354",2010-12-13,"0"
"355",2010-12-14,"0"
"356",2010-12-15,"15.1"
"357",2010-12-16,"18.4"
"358",2010-12-17,"0"
"359",2010-12-18,"0"
"360",2010-12-19,"0"
"361",2010-12-20,"0"
"362",2010-12-21,"0"
"363",2010-12-22,"0"
"364",2010-12-23,"0"
"365",2010-12-24,"0"
"366",2010-12-25,"0.6"
"367",2010-12-26,"0"
"368",2010-12-27,"0"
"369",2010-12-28,"0"
"370",2010-12-29,"0"
"371",2010-12-30,"0"
"372",2010-12-31,"0"
