"","V1","V2"
"1",2013-01-01,"0"
"2",2013-01-02,"0"
"3",2013-01-03,"0"
"4",2013-01-04,"0"
"5",2013-01-05,"0"
"6",2013-01-06,"0"
"7",2013-01-07,"0"
"8",2013-01-08,"0"
"9",2013-01-09,"0"
"10",2013-01-10,"0"
"11",2013-01-11,"0"
"12",2013-01-12,"0"
"13",2013-01-13,"0"
"14",2013-01-14,"0"
"15",2013-01-15,"0"
"16",2013-01-16,"0"
"17",2013-01-17,"0"
"18",2013-01-18,"0"
"19",2013-01-19,"0"
"20",2013-01-20,"0"
"21",2013-01-21,"0"
"22",2013-01-22,"0"
"23",2013-01-23,"0"
"24",2013-01-24,"0"
"25",2013-01-25,"0"
"26",2013-01-26,"0.05"
"27",2013-01-27,"0"
"28",2013-01-28,"0"
"29",2013-01-29,"0"
"30",2013-01-30,"0"
"31",2013-01-31,"0"
"32",2013-02-01,"0"
"33",2013-02-02,"0"
"34",2013-02-03,"2.8"
"35",2013-02-04,"0.1"
"36",2013-02-05,"10.3"
"37",2013-02-06,"0"
"38",2013-02-07,"0"
"39",2013-02-08,"0"
"40",2013-02-09,"0"
"41",2013-02-10,"0"
"42",2013-02-11,"0"
"43",2013-02-12,"0"
"44",2013-02-13,"0"
"45",2013-02-14,"0"
"46",2013-02-15,"0"
"47",2013-02-16,"0"
"48",2013-02-17,"0.05"
"49",2013-02-18,"0"
"50",2013-02-19,"0"
"51",2013-02-20,"0"
"52",2013-02-21,"0"
"53",2013-02-22,"0"
"54",2013-02-23,"0"
"55",2013-02-24,"0"
"56",2013-02-25,"0"
"57",2013-02-26,"4.4"
"58",2013-02-27,"0.05"
"59",2013-02-28,"0"
"63",2013-03-01,"0.1"
"64",2013-03-02,"0.8"
"65",2013-03-03,"0"
"66",2013-03-04,"0"
"67",2013-03-05,"0"
"68",2013-03-06,"0"
"69",2013-03-07,"0"
"70",2013-03-08,"0"
"71",2013-03-09,"0"
"72",2013-03-10,"0"
"73",2013-03-11,"0"
"74",2013-03-12,"0"
"75",2013-03-13,"0"
"76",2013-03-14,"0"
"77",2013-03-15,"2.3"
"78",2013-03-16,"0"
"79",2013-03-17,"0"
"80",2013-03-18,"0"
"81",2013-03-19,"0"
"82",2013-03-20,"0.5"
"83",2013-03-21,"0.05"
"84",2013-03-22,"0"
"85",2013-03-23,"0"
"86",2013-03-24,"1.0"
"87",2013-03-25,"0"
"88",2013-03-26,"24.5"
"89",2013-03-27,"0"
"90",2013-03-28,"32.4"
"91",2013-03-29,"0.4"
"92",2013-03-30,"10.8"
"93",2013-03-31,"0.9"
"94",2013-04-01,"3.2"
"95",2013-04-02,"14.1"
"96",2013-04-03,"9.3"
"97",2013-04-04,"49.2"
"98",2013-04-05,"30.6"
"99",2013-04-06,"0"
"100",2013-04-07,"0"
"101",2013-04-08,"0"
"102",2013-04-09,"22.3"
"103",2013-04-10,"3.5"
"104",2013-04-11,"3.7"
"105",2013-04-12,"0.8"
"106",2013-04-13,"0"
"107",2013-04-14,"2.6"
"108",2013-04-15,"0"
"109",2013-04-16,"0"
"110",2013-04-17,"0.05"
"111",2013-04-18,"0.1"
"112",2013-04-19,"3.4"
"113",2013-04-20,"4.6"
"114",2013-04-21,"0"
"115",2013-04-22,"0"
"116",2013-04-23,"0"
"117",2013-04-24,"0"
"118",2013-04-25,"28.2"
"119",2013-04-26,"0.8"
"120",2013-04-27,"2.8"
"121",2013-04-28,"4.4"
"122",2013-04-29,"0"
"123",2013-04-30,"4.8"
"125",2013-05-01,"0.8"
"126",2013-05-02,"0"
"127",2013-05-03,"0"
"128",2013-05-04,"0"
"129",2013-05-05,"3.1"
"130",2013-05-06,"0.05"
"131",2013-05-07,"0"
"132",2013-05-08,"0.05"
"133",2013-05-09,"0.5"
"134",2013-05-10,"0.2"
"135",2013-05-11,"2.9"
"136",2013-05-12,"1.9"
"137",2013-05-13,"0"
"138",2013-05-14,"0"
"139",2013-05-15,"26.2"
"140",2013-05-16,"91.7"
"141",2013-05-17,"0"
"142",2013-05-18,"0"
"143",2013-05-19,"13.6"
"144",2013-05-20,"4.9"
"145",2013-05-21,"20.5"
"146",2013-05-22,"103.0"
"147",2013-05-23,"0"
"148",2013-05-24,"0"
"149",2013-05-25,"0"
"150",2013-05-26,"0"
"151",2013-05-27,"27.9"
"152",2013-05-28,"0"
"153",2013-05-29,"0"
"154",2013-05-30,"0"
"155",2013-05-31,"0"
"156",2013-06-01,"0"
"157",2013-06-02,"0"
"158",2013-06-03,"3.2"
"159",2013-06-04,"6.2"
"160",2013-06-05,"4.5"
"161",2013-06-06,"0"
"162",2013-06-07,"0"
"163",2013-06-08,"0"
"164",2013-06-09,"0"
"165",2013-06-10,"0"
"166",2013-06-11,"5.2"
"167",2013-06-12,"71.0"
"168",2013-06-13,"1.7"
"169",2013-06-14,"2.5"
"170",2013-06-15,"3.0"
"171",2013-06-16,"0"
"172",2013-06-17,"0"
"173",2013-06-18,"0"
