"","V1","V2"
"1",2011-01-01,"0"
"2",2011-01-02,"0"
"3",2011-01-03,"0.05"
"4",2011-01-04,"0"
"5",2011-01-05,"0"
"6",2011-01-06,"0"
"7",2011-01-07,"0"
"8",2011-01-08,"0"
"9",2011-01-09,"0"
"10",2011-01-10,"0"
"11",2011-01-11,"0.05"
"12",2011-01-12,"2.7"
"13",2011-01-13,"0"
"14",2011-01-14,"0.05"
"15",2011-01-15,"0"
"16",2011-01-16,"0"
"17",2011-01-17,"0"
"18",2011-01-18,"0"
"19",2011-01-19,"0"
"20",2011-01-20,"0.2"
"21",2011-01-21,"0.2"
"22",2011-01-22,"0"
"23",2011-01-23,"0"
"24",2011-01-24,"0"
"25",2011-01-25,"0"
"26",2011-01-26,"0"
"27",2011-01-27,"0"
"28",2011-01-28,"0"
"29",2011-01-29,"0"
"30",2011-01-30,"0"
"31",2011-01-31,"0"
"32",2011-02-01,"0"
"33",2011-02-02,"0"
"34",2011-02-03,"0"
"35",2011-02-04,"0"
"36",2011-02-05,"0"
"37",2011-02-06,"0"
"38",2011-02-07,"0"
"39",2011-02-08,"0"
"40",2011-02-09,"0"
"41",2011-02-10,"0"
"42",2011-02-11,"0"
"43",2011-02-12,"0"
"44",2011-02-13,"7.5"
"45",2011-02-14,"0"
"46",2011-02-15,"3.6"
"47",2011-02-16,"4.6"
"48",2011-02-17,"0.05"
"49",2011-02-18,"0"
"50",2011-02-19,"3.4"
"51",2011-02-20,"0.05"
"52",2011-02-21,"0"
"53",2011-02-22,"0"
"54",2011-02-23,"0"
"55",2011-02-24,"0"
"56",2011-02-25,"0"
"57",2011-02-26,"0"
"58",2011-02-27,"0"
"59",2011-02-28,"0"
"63",2011-03-01,"0"
"64",2011-03-02,"0"
"65",2011-03-03,"0"
"66",2011-03-04,"0"
"67",2011-03-05,"0"
"68",2011-03-06,"0"
"69",2011-03-07,"1.0"
"70",2011-03-08,"0"
"71",2011-03-09,"0"
"72",2011-03-10,"0.05"
"73",2011-03-11,"0"
"74",2011-03-12,"0.05"
"75",2011-03-13,"0"
"76",2011-03-14,"0"
"77",2011-03-15,"0"
"78",2011-03-16,"0"
"79",2011-03-17,"0"
"80",2011-03-18,"1.0"
"81",2011-03-19,"10.0"
"82",2011-03-20,"4.0"
"83",2011-03-21,"0"
"84",2011-03-22,"0"
"85",2011-03-23,"0"
"86",2011-03-24,"0"
"87",2011-03-25,"0"
"88",2011-03-26,"0"
"89",2011-03-27,"0.05"
"90",2011-03-28,"0"
"91",2011-03-29,"0"
"92",2011-03-30,"0"
"93",2011-03-31,"0"
"94",2011-04-01,"0"
"95",2011-04-02,"0"
"96",2011-04-03,"0"
"97",2011-04-04,"0"
"98",2011-04-05,"0"
"99",2011-04-06,"0"
"100",2011-04-07,"0"
"101",2011-04-08,"0"
"102",2011-04-09,"0"
"103",2011-04-10,"0"
"104",2011-04-11,"0"
"105",2011-04-12,"0"
"106",2011-04-13,"0"
"107",2011-04-14,"0"
"108",2011-04-15,"0"
"109",2011-04-16,"0.05"
"110",2011-04-17,"7.4"
"111",2011-04-18,"0.2"
"112",2011-04-19,"0"
"113",2011-04-20,"0"
"114",2011-04-21,"0"
"115",2011-04-22,"1.4"
"116",2011-04-23,"0.2"
"117",2011-04-24,"0"
"118",2011-04-25,"0"
"119",2011-04-26,"0"
"120",2011-04-27,"0"
"121",2011-04-28,"0"
"122",2011-04-29,"8.5"
"123",2011-04-30,"4.0"
"125",2011-05-01,"2.0"
"126",2011-05-02,"6.5"
"127",2011-05-03,"6.0"
"128",2011-05-04,"7.1"
"129",2011-05-05,"1.5"
"130",2011-05-06,"0"
"131",2011-05-07,"6.8"
"132",2011-05-08,"0.3"
"133",2011-05-09,"0"
"134",2011-05-10,"0"
"135",2011-05-11,"0"
"136",2011-05-12,"3.0"
"137",2011-05-13,"17.5"
"138",2011-05-14,"1.5"
"139",2011-05-15,"0.4"
"140",2011-05-16,"21.6"
"141",2011-05-17,"1.4"
"142",2011-05-18,"0"
"143",2011-05-19,"0"
"144",2011-05-20,"0"
"145",2011-05-21,"0"
"146",2011-05-22,"1.8"
"147",2011-05-23,"11.5"
"148",2011-05-24,"1.7"
"149",2011-05-25,"0"
"150",2011-05-26,"0"
"151",2011-05-27,"0"
"152",2011-05-28,"0"
"153",2011-05-29,"0"
"154",2011-05-30,"0"
"155",2011-05-31,"0"
"156",2011-06-01,"13.5"
"157",2011-06-02,"2.7"
"158",2011-06-03,"0"
"159",2011-06-04,"0"
"160",2011-06-05,"0"
"161",2011-06-06,"0"
"162",2011-06-07,"0"
"163",2011-06-08,"0"
"164",2011-06-09,"0"
"165",2011-06-10,"1.0"
"166",2011-06-11,"1.3"
"167",2011-06-12,"4.8"
"168",2011-06-13,"0"
"169",2011-06-14,"0"
"170",2011-06-15,"0"
"171",2011-06-16,"0"
"172",2011-06-17,"0"
"173",2011-06-18,"0"
"174",2011-06-19,"0"
"175",2011-06-20,"0"
"176",2011-06-21,"0"
"177",2011-06-22,"0.05"
"178",2011-06-23,"0"
"179",2011-06-24,"11.6"
"180",2011-06-25,"17.5"
"181",2011-06-26,"0"
"182",2011-06-27,"0"
"183",2011-06-28,"52.0"
"184",2011-06-29,"10.3"
"185",2011-06-30,"0"
"187",2011-07-01,"0"
"188",2011-07-02,"0"
"189",2011-07-03,"0"
"190",2011-07-04,"0"
"191",2011-07-05,"0"
"192",2011-07-06,"0"
"193",2011-07-07,"0"
"194",2011-07-08,"0"
"195",2011-07-09,"0"
"196",2011-07-10,"40.4"
"197",2011-07-11,"27.5"
"198",2011-07-12,"5.4"
"199",2011-07-13,"1.2"
"200",2011-07-14,"10.9"
"201",2011-07-15,"1.8"
"202",2011-07-16,"24.2"
"203",2011-07-17,"7.5"
"204",2011-07-18,"3.4"
"205",2011-07-19,"0"
"206",2011-07-20,"0.1"
"207",2011-07-21,"0"
"208",2011-07-22,"0"
"209",2011-07-23,"0"
"210",2011-07-24,"0"
"211",2011-07-25,"0"
"212",2011-07-26,"0"
"213",2011-07-27,"0"
"214",2011-07-28,"0"
"215",2011-07-29,"0"
"216",2011-07-30,"0"
"217",2011-07-31,"0"
"218",2011-08-01,"0"
"219",2011-08-02,"0"
"220",2011-08-03,"0"
"221",2011-08-04,"36.8"
"222",2011-08-05,"0.05"
"223",2011-08-06,"0.05"
"224",2011-08-07,"0"
"225",2011-08-08,"0"
"226",2011-08-09,"1.2"
"227",2011-08-10,"0"
"228",2011-08-11,"0"
"229",2011-08-12,"0"
"230",2011-08-13,"0"
"231",2011-08-14,"0"
"232",2011-08-15,"0"
"233",2011-08-16,"0"
"234",2011-08-17,"0"
"235",2011-08-18,"0"
"236",2011-08-19,"0"
"237",2011-08-20,"0"
"238",2011-08-21,"0"
"239",2011-08-22,"0"
"240",2011-08-23,"0"
"241",2011-08-24,"0.5"
"242",2011-08-25,"0"
"243",2011-08-26,"0"
"244",2011-08-27,"0"
"245",2011-08-28,"0"
"246",2011-08-29,"23.0"
"247",2011-08-30,"55.6"
"248",2011-08-31,"68.3"
"249",2011-09-01,"6.2"
"250",2011-09-02,"30.6"
"251",2011-09-03,"0.1"
"252",2011-09-04,"0"
"253",2011-09-05,"0"
"254",2011-09-06,"0"
"255",2011-09-07,"0"
"256",2011-09-08,"0"
"257",2011-09-09,"0"
"258",2011-09-10,"0"
"259",2011-09-11,"0"
"260",2011-09-12,"0"
"261",2011-09-13,"0"
"262",2011-09-14,"0"
"263",2011-09-15,"0"
"264",2011-09-16,"0"
"265",2011-09-17,"0"
"266",2011-09-18,"0"
"267",2011-09-19,"0"
"268",2011-09-20,"0"
"269",2011-09-21,"0"
"270",2011-09-22,"0"
"271",2011-09-23,"0"
"272",2011-09-24,"0"
"273",2011-09-25,"0"
"274",2011-09-26,"0"
"275",2011-09-27,"0"
"276",2011-09-28,"0"
"277",2011-09-29,"0"
"278",2011-09-30,"0"
"280",2011-10-01,"0"
"281",2011-10-02,"0.05"
"282",2011-10-03,"0"
"283",2011-10-04,"0"
"284",2011-10-05,"0"
"285",2011-10-06,"0"
"286",2011-10-07,"0"
"287",2011-10-08,"0"
"288",2011-10-09,"0"
"289",2011-10-10,"0.4"
"290",2011-10-11,"0.8"
"291",2011-10-12,"0"
"292",2011-10-13,"0.3"
"293",2011-10-14,"0"
"294",2011-10-15,"0"
"295",2011-10-16,"0"
